column,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE
cot_csharp,0.8531581075645126,0.8108678537322092,0.7809868715393489,0.7575135022657616,0.5266349775568322,0.8476278740316034,5.475353839693051,0.8194118363690537
cot_go,0.8473985749746522,0.8106104093846792,0.785426211217088,0.7655540321624893,0.5298807052945529,0.8562437273591552,5.783756173077085,0.8298759313121753
cot_java,0.8531455815077679,0.8198607368697012,0.7959013116947745,0.7765002974270664,0.5351952873101108,0.8556291942745599,5.621275134166415,0.8147739246016552
cot_javascript,0.8820283765360092,0.8499895759567905,0.8273541561014546,0.8098412610170325,0.5574547844141744,0.8849398326862955,6.495585930360178,0.8467868074385777
cot_perl,0.8971712869012258,0.8723311686166674,0.8545759065808225,0.8402253672404991,0.5756428884254678,0.8997240887640705,6.79519844759164,0.8712805354263798
cot_php,0.8764170784133918,0.8395875130048068,0.8148825906074634,0.7959270145498583,0.5457917944295217,0.8727060965218563,6.353010971096211,0.8478105351345689
cot_python,0.8290200051318984,0.7792208639208191,0.7452926361726369,0.7189159605396412,0.4972137269478464,0.8305685879637968,5.435338743010712,0.7913987136474929
cot_ruby,0.8736977642513316,0.83384867266978,0.8060035146259704,0.783841260180055,0.5368749044159224,0.867370867373625,6.06556688770414,0.8146427076964198
cot_scala,0.8669468707841852,0.8363156260562603,0.8148841768602775,0.7978849389825126,0.5534206444610867,0.8763085502285832,6.587789874010179,0.8453589071488729
cot_swift,0.9272575216089761,0.9089362866327907,0.8962633250501684,0.8862814701087284,0.6243862856535765,0.9355969164819985,8.133852091597841,0.9119040539436861
cot_typescript,0.9027383312827048,0.8745624167919207,0.8549685780094376,0.8391025150956817,0.5849426412955464,0.9107546192696214,7.101090100940167,0.8681115263412582
