column,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE
cot_csharp,0.8827411985069507,0.8479119012431383,0.8226495552474815,0.801935411975824,0.5569522283521556,0.8644653163703928,5.786524937112839,0.8276086632712001
cot_go,0.885192978145207,0.8536177059529302,0.8308016625184922,0.812827211862379,0.5655350915097969,0.890557911107409,6.0258288291478,0.8580945156857158
cot_java,0.8674610567192776,0.8300831856355587,0.8034766574192196,0.7827043981440946,0.541381474500033,0.863346401664337,5.792086390631235,0.8289366763322897
cot_javascript,0.8883437051219616,0.8542850262816186,0.8312298254108185,0.8131437059376556,0.5600837153151017,0.8776877801315667,6.0872840953609835,0.8408203223545477
cot_kotlin,0.8765505020672325,0.8396450243750315,0.8148692945804179,0.7958456435862652,0.5596138685681031,0.8716921669656837,6.364255198172724,0.8472760328721254
cot_perl,0.8809934674171735,0.8442149378441431,0.8189663640472622,0.7992977861599087,0.5480308032482721,0.8699586497620319,5.920232236200411,0.8311132997375026
cot_python,0.8527343182128543,0.8074377729961746,0.7763613151749573,0.7522316116310429,0.5251630820362161,0.835812134391519,5.605874666874746,0.8050952076836537
cot_ruby,0.8684302938076942,0.8294158200722311,0.8024228628392986,0.781456450888663,0.5459326436180898,0.874879859694861,6.090468341538008,0.8246210235366167
cot_scala,0.8774014490849502,0.8444147561161663,0.8212817429656223,0.8026333489966104,0.5542509995333669,0.8731745849522712,6.121380533364411,0.8387005863328056
cot_swift,0.8879611078093356,0.851294729341557,0.8276731665074175,0.8099326201801484,0.5570220056794152,0.871009789664018,6.478711015692134,0.8530161246809685
cot_typescript,0.8922269909393309,0.8586372103672044,0.8346005302700478,0.8154392489196584,0.5710367681531501,0.8830789854398983,6.215486349102267,0.8515741611989782
