column,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE
cot_csharp,0.8754286579403802,0.837458093906398,0.8106339407129657,0.7891550544901581,0.552393651492359,0.8679061677301242,5.532861003224555,0.8250050304043693
cot_go,0.8695483084477071,0.835350075750568,0.8110666608055372,0.7916859871933669,0.5527571783827137,0.8793939402733286,5.910646950778575,0.8420893649826159
cot_java,0.8697276465535425,0.8329370435771187,0.8064419369346272,0.7852790006037277,0.54914147222489,0.8707463918951298,5.904049953174479,0.8303600978247593
cot_kotlin,0.8821027761369306,0.8500083739113782,0.8273203005671202,0.8097564104926162,0.5717436020924179,0.8849354612620759,6.50314867775837,0.8467868074385777
cot_perl,0.8684594482573106,0.8329904714772598,0.8080728611151926,0.7891754964691443,0.5455757201067799,0.8660531805050006,6.04926807093983,0.8316970992581328
cot_php,0.8883349447055409,0.8542949663841114,0.8312575997565016,0.8131888180652684,0.5628101147416502,0.8792739172268235,6.088786361838546,0.8410304063881611
cot_python,0.8582154287289044,0.817700255623651,0.7892829577018708,0.766693507336403,0.5321870572999309,0.8562429135618796,5.968662665872975,0.8188607174676946
cot_ruby,0.8685473487064417,0.8354509677854538,0.8115275739593655,0.792627685569882,0.5609297646577261,0.8780337204342359,6.336263328721067,0.8319925690215928
cot_scala,0.8656059498744193,0.8306498199251913,0.8061101742311437,0.7863633876512535,0.5482295688512494,0.8786073355180164,6.293479341191033,0.8304587010864687
cot_swift,0.8938188103402334,0.8605805620526349,0.8374968197480819,0.8193639560253118,0.5686734071540845,0.8909359640813207,6.705291973704076,0.8543810722192872
cot_typescript,0.8798283261801526,0.8415866899228447,0.8143158855714443,0.7925303377568828,0.5580926380457037,0.8826255437183391,6.371394237367353,0.8342224624032216
