column,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE
cot_go,0.8689252044872493,0.8318374638213482,0.8062354348661174,0.7860941504600888,0.5462090322551841,0.8579176172764452,5.671878241298691,0.8294666021418285
cot_java,0.8824491765529272,0.8469707713040006,0.822433702796462,0.8031677963926923,0.5610720922773818,0.8816207881832174,6.1195285729869315,0.8370011425308844
cot_javascript,0.8755385351841939,0.8374987277188568,0.8106100466418029,0.7890694324027012,0.5512318337735619,0.8679521937114535,5.518704480602749,0.8247949463707558
cot_kotlin,0.8535144713525276,0.8110936269002357,0.781094157940243,0.7575093182653204,0.5393549441662292,0.8477854794596411,5.480980570792655,0.8188807540792507
cot_perl,0.8465430016862386,0.7984564794065298,0.7648399169652284,0.7388232636280198,0.5121966031485563,0.8280626763260301,4.74170827425806,0.7939025431036292
cot_php,0.8827984132707196,0.8479198076038406,0.8226109792314411,0.8018521293106406,0.5598679170926895,0.8660544384118765,5.785637454539559,0.8276086632712001
cot_python,0.8602872755545797,0.8156176812947203,0.7837033411016378,0.7580519810004859,0.5287465398716692,0.8366570095559954,5.354894603017643,0.7969262301072786
cot_ruby,0.8411565023995269,0.7986860319129843,0.7673573109082719,0.7418989769716144,0.5261595384175594,0.8471157082970662,5.302330100267978,0.7929462225958103
cot_scala,0.869834750694576,0.8301381794316914,0.8021383399271528,0.7795456823222086,0.538630729816396,0.8622759298136895,5.426593614457113,0.8212484939631193
cot_swift,0.8577461389960355,0.812679399781504,0.7816784330872593,0.7575351455393933,0.5261126188198573,0.8408508963739678,5.272106082128522,0.814456138255634
cot_typescript,0.8588459704338508,0.8171949162684585,0.7874475190103366,0.7635837105647046,0.538442328441489,0.8510714707791752,5.123656319779023,0.8142435329708964
