column,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE
cot_csharp,0.8825531914892544,0.8470064051228713,0.8224051387526559,0.8030773905628965,0.5656451969362363,0.8845562010413403,6.108567909679328,0.8375281193766686
cot_go,0.8893807517732307,0.8559138217450846,0.832273400908232,0.8131340969593838,0.5645362054028806,0.8809413801760151,6.473688275436805,0.8436559648384178
cot_javascript,0.8701531833412075,0.8332172726204735,0.806588383870159,0.785298409490363,0.5543049361704453,0.8737664567540613,5.871381471762852,0.8303600978247593
cot_kotlin,0.8539870053159062,0.8204929002135429,0.7963415111157104,0.7767582991646239,0.5514462290825006,0.8583286985893966,5.615102024383016,0.8147739246016552
cot_perl,0.8530474584436457,0.8138498722335779,0.7857753100608577,0.7635149276859109,0.529834528006729,0.8472889614582881,5.457741806070273,0.7954800200944558
cot_php,0.8677725688182633,0.8302722689876728,0.8035527837015948,0.782673044773941,0.5470204795462786,0.8678584245985146,5.773181910888816,0.829467238949732
cot_python,0.8491558600439382,0.8017446039691477,0.7695579472842867,0.7442061606770425,0.518064388614236,0.8387445315563135,5.6584088766858205,0.8151844981764281
cot_ruby,0.835537867259647,0.7950212428481972,0.7657375103919044,0.7424147910478726,0.5286968771680177,0.8478378209605604,5.8166893241682365,0.8012513875208566
cot_scala,0.885417077164868,0.8512300041026453,0.8270775464394176,0.807641106741154,0.5528813286045744,0.8721544962650498,6.012735260018499,0.8320826162375935
cot_swift,0.8777750965249905,0.8436202262753859,0.8184358766925087,0.798129571464811,0.5574808041632084,0.8648732520646789,5.814230530714698,0.8275717907365518
cot_typescript,0.8676680972817277,0.8318049722470583,0.8052797541279998,0.7837711629787881,0.5566093967039105,0.8680828739314836,5.508840605962092,0.8234894903948324
