column,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE
cot_csharp,0.8586795312286397,0.8171145172286784,0.7874461680201428,0.7636571976824058,0.5290362903601274,0.850611819632816,5.127250573500488,0.8147769490919167
cot_go,0.8699249614131402,0.8343179394550015,0.809200521674499,0.7893723339630151,0.545931806794707,0.8740579922347134,6.172216031954394,0.8423519804614111
cot_java,0.8671324739841431,0.8314338306540188,0.8050600944773432,0.783695121609505,0.5391526316561714,0.8651049977573491,5.520137583816931,0.8234894903948324
cot_javascript,0.8798218909742912,0.8415960519578238,0.814340154254149,0.7925689545718159,0.5454376530663202,0.8822811807352903,6.3654678649019845,0.8342224624032216
cot_kotlin,0.9027761370347427,0.8745607417754048,0.8549290163470802,0.8390259842947974,0.5839225559342492,0.9103610811830851,7.102352845240222,0.8681115263412582
cot_perl,0.8801390794177533,0.8451462579597757,0.8200646677129513,0.7995359137641354,0.5465988308221071,0.8772905411678851,6.2744304831977376,0.8391781582130534
cot_php,0.8921964698036163,0.8586421278578015,0.8346390750569982,0.8155103332614193,0.5616107595951403,0.8835418635605039,6.201506598652719,0.852110997292639
cot_python,0.8441362101972504,0.798256844186378,0.7660189003386793,0.7403270689205385,0.5129119082815182,0.8469023478275559,5.48785313155693,0.8143052719533579
cot_ruby,0.8711225564788866,0.833113245071382,0.8078620778472192,0.7882934319567917,0.5479363155499193,0.8662122052799696,6.140441727196057,0.8294027301123869
cot_scala,0.8992187100627943,0.8757518787517777,0.85894673668234,0.8449812920664451,0.5848280641501346,0.9036459489351497,6.9621722612227455,0.8804794979666528
cot_swift,0.9211304312116498,0.8978195891719327,0.8808451019156417,0.8669515144179097,0.60045369655611,0.9235011563289615,7.489057678677,0.8989518516812641
