column,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE
cot_csharp,0.8188629153259054,0.7753707716110286,0.7386718733877792,0.7080388716701986,0.49852254421825287,0.8021700085254932,4.999702965179173,0.710355041652936
cot_go,0.7705920531708818,0.7210888357078725,0.6790878500267785,0.6439680847574276,0.46701580288088534,0.773558818935987,4.306379705333147,0.7114602380171421
cot_java,0.8085339168488384,0.7664219410390632,0.7302003353785513,0.7005065333633362,0.5010288087708522,0.798493175435069,5.199917170900673,0.7292106025224749
cot_javascript,0.8741153672161885,0.8447653094256028,0.8179456889998574,0.7942053448734179,0.5547860972256788,0.8634702516241628,6.399085332184084,0.7985420848980365
cot_kotlin,0.8564919702669379,0.8221850472867549,0.7907388157249937,0.7632220994396463,0.529470924034077,0.8528563109158156,5.489935633207133,0.801026958831866
cot_perl,0.8057827993786356,0.7574970415996357,0.7155109053801548,0.6804111386484922,0.49493680336162876,0.8130877041236027,4.8728573578060566,0.7120222768105906
cot_php,0.8441926054772712,0.8066682771158059,0.7731630076082028,0.7436380822214236,0.5223850428769162,0.8344027552469921,5.503497886735251,0.7507571629033098
cot_python,0.7776093546988354,0.732236332384338,0.6922329195974652,0.6589202297056411,0.4801325267688802,0.7697373473357676,4.45599401034495,0.7160362427387656
cot_scala,0.8300395256915173,0.7858837240751991,0.7471217177310977,0.7150975709708395,0.5048735207042399,0.8225584806310575,5.215434915507197,0.7579993635449224
cot_swift,0.8477277791015926,0.807750737359935,0.7722505843001548,0.7417731465371553,0.5180020256287331,0.8370002750376428,5.575261537112962,0.7514492508985924
cot_typescript,0.8386678200690227,0.7997006477418878,0.7629524427200733,0.7308253901957134,0.5238083038909761,0.8457854025065575,5.694418820738288,0.7521434078760094
