column,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE
cot_csharp,0.7844152088207311,0.7330193111512024,0.689218389718231,0.6523666608313542,0.47230689817319177,0.7657686449990445,4.597503165659527,0.6940254060343084
cot_go,0.7761266101746649,0.7246924742379798,0.6801187931536509,0.6431927722611372,0.47181934729624836,0.7582223199394965,4.369888869604578,0.7071509135134191
cot_java,0.8031175488205095,0.7561133216032931,0.7163073920264601,0.6836055157618025,0.48894959925198356,0.7912112430719936,5.1402693664397265,0.7510139518583088
cot_javascript,0.7839892628784697,0.7372633397006598,0.6974721914640865,0.6645130768820903,0.47756630351699914,0.7649773987892807,4.719420722444154,0.7159481245215383
cot_kotlin,0.7814020070892761,0.7315888160777012,0.6897884355214089,0.6550436395247013,0.4678257896331753,0.7611150721989562,4.25967085553952,0.717118864177933
cot_perl,0.7370592902489141,0.681064076893995,0.6326765190211087,0.5928344262610133,0.4486130673224177,0.7280549127269274,3.7416259415577366,0.6490061042987285
cot_php,0.7713444678024558,0.7173475201961408,0.6714452926685014,0.6339084714976868,0.46232724931199976,0.7514052926930773,4.162848783267103,0.681439816991434
cot_ruby,0.7774899333060786,0.732237669866015,0.6923443728971354,0.6591337984549885,0.4756793278241452,0.7648923839510513,4.449550731619991,0.714994576072099
cot_scala,0.7870602822881431,0.7333058667861001,0.6894649823180731,0.6529887828649217,0.4711212289472836,0.7664941898611984,4.56028002818236,0.7168973870883969
cot_swift,0.8006199226884275,0.7557636011575204,0.7170496111344787,0.6841362418410066,0.48708644030203974,0.7912311029086727,4.764292065603544,0.7278451869806923
cot_typescript,0.8148788927333878,0.7710262061186349,0.7333867325139843,0.7020581598656186,0.5031181921273609,0.7935111112710774,5.1295560811730905,0.7305937532743766
