column,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE
cot_csharp,0.8254353096758154,0.7808185414497989,0.7454552040765458,0.716382549973701,0.5162418491117495,0.8007680664277501,5.288738798502303,0.7301816300502272
cot_go,0.7919013914260115,0.7443990138711234,0.7060145062233701,0.674646131607297,0.48956021883696843,0.7876735618434131,4.954501643619454,0.7155561038559768
cot_java,0.8242888402624016,0.7851576843033554,0.7509988465702356,0.7220705211603446,0.5199334327696743,0.8120297616412493,5.516290997059279,0.7658879724767601
cot_javascript,0.8660872579794823,0.8335235895497033,0.8049491662805678,0.7805351670083638,0.5494822814059173,0.8467542686058938,5.9974515464289,0.8078257975614654
cot_perl,0.8144321436236885,0.7646140772796184,0.7226638469707265,0.687821439364067,0.5000616046288817,0.8043737099993897,4.822660130109426,0.7298801031671671
cot_php,0.8429330970312708,0.8031388577695467,0.7693646688915812,0.7406392481323093,0.5287563269234726,0.8245147365824448,5.608164637364422,0.766200596154253
cot_python,0.7817236899088822,0.7317031015892546,0.6897157460167428,0.6547990692713012,0.48143118887476904,0.766067298157208,4.251400210837036,0.7180804026394715
cot_ruby,0.856544733362526,0.8221535001086147,0.7906274930947261,0.7630345466843804,0.5498716390477449,0.8538408861199503,5.481060208762431,0.8011195514244587
cot_scala,0.8631971892839562,0.8280674825373734,0.7972317123301708,0.771418799182328,0.5536884341970755,0.8661303080234916,6.433633345751493,0.831426233477977
cot_swift,0.9050143582944764,0.878356990886439,0.8561383733861061,0.8372543966950158,0.5935305400379984,0.888526859395242,7.348355867589018,0.839896007397056
cot_typescript,0.8354238754323452,0.7957302191343282,0.7599341163372811,0.7292373987457361,0.5324933792093672,0.8400489891432661,5.610573095047097,0.7846060427641296
