column,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE
cot_csharp,0.8267577694509969,0.7827482624585492,0.745845073983601,0.7138931271039907,0.5125397967332767,0.8072303953585227,5.0740246099580295,0.7413445893097576
cot_go,0.7903210908224837,0.7426561015162524,0.7039471122218922,0.6721670520726981,0.48472527671243015,0.7832436641816617,4.713817945214725,0.7482520196023522
cot_java,0.8301969365424878,0.7873796197065631,0.7516693206615694,0.7211850412501337,0.5241741971312704,0.8080560865135016,5.199959234539874,0.7578636518393093
cot_javascript,0.8748168800637364,0.8403531356915374,0.8106683002646744,0.7847183770725905,0.5588244842237055,0.8581153820501584,5.974620300957094,0.8067596103935951
cot_kotlin,0.8429190065051256,0.8031674085603452,0.7694332201938394,0.7407458964220185,0.5234193861878103,0.8241679527881101,5.595943710875388,0.7666028950048277
cot_perl,0.8275092605071023,0.7872619802672525,0.7560588162167965,0.7304949594113694,0.5192482199082791,0.8314042521342282,5.915045669974633,0.768918071715482
cot_python,0.771546123862977,0.7173893277287877,0.6713447442766514,0.6336784535047544,0.4746114017124278,0.7566742620478241,4.168201615623675,0.683861082320308
cot_ruby,0.8442044953722246,0.8066411544289469,0.7730992265039387,0.7435394934027744,0.5340375981945085,0.8352232579721892,5.4928882710487805,0.7511728847476031
cot_scala,0.8223539745277069,0.7757481446081652,0.737760050866385,0.7061302032384731,0.5099456037890323,0.812889212641467,5.3107305957064685,0.7628004533649543
cot_swift,0.8570797437594748,0.8181434211304348,0.7842553294483138,0.7544234066902912,0.5347996610792912,0.8449609489777259,5.873896303414346,0.8009280995889245
cot_typescript,0.8488321799306122,0.8105465108839747,0.7765640654336651,0.7467511200202551,0.5449697714337067,0.8531765354168108,6.045643503463795,0.7980134604170516
