column,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE
cot_csharp,0.794357504959049,0.7468937981004055,0.708290325398364,0.6759778873930237,0.4953149159294333,0.7895075916527701,4.887074638910269,0.7249400451534399
cot_java,0.7715536105031133,0.7208597499516962,0.6791938850516299,0.6451406208601272,0.4798503791748934,0.7684797112395618,4.567809851961999,0.719669983904091
cot_javascript,0.8047258136422637,0.7618661293406048,0.7260906814058544,0.6971455711137269,0.5038995690061798,0.7950956136212426,5.0729964445305535,0.756532185568382
cot_kotlin,0.7921122994650641,0.7444401195189497,0.7059007595948535,0.6743878206811799,0.48881217058780035,0.7861759744316321,4.9648303724195655,0.7163894371893103
cot_perl,0.7849694711743066,0.7307613467907683,0.686891247216273,0.6506006781797915,0.475184789722666,0.7557865225243331,4.371050229555262,0.6940624508811034
cot_php,0.7906513070445744,0.7427707736516733,0.7038658146201249,0.671903469592689,0.48733815975080663,0.7818941686090907,4.755153880539493,0.7487728529356856
cot_python,0.7771762667819884,0.7253341491558433,0.680395740936194,0.643139543529826,0.4870089220267121,0.7629679276766506,4.376600984534628,0.7091541186416241
cot_ruby,0.7710445130011522,0.7212878379373493,0.6790587666690432,0.6437300947199104,0.48135793045503267,0.7737632818266912,4.342600377676564,0.711854249049451
cot_scala,0.774264382959865,0.7206587244687261,0.6792937021119995,0.6462807137602498,0.48086742548707445,0.7689173370603072,4.90851133918482,0.7151987666392452
cot_swift,0.797879390324542,0.7538051331793704,0.7186965944192139,0.6899565628229097,0.5015333102670978,0.7951247647112922,5.290490724470516,0.7504045282291327
cot_typescript,0.8006055363320067,0.7575285623991493,0.7213602881180832,0.690953067153644,0.5139457822618836,0.8107621976440946,5.478247041235487,0.7467895177630706
