column,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE
cot_csharp,0.8318126501281253,0.7909517469933657,0.755135905809199,0.7243276075929956,0.5112875745880863,0.8253343021868738,5.556666696318156,0.7389215180160941
cot_go,0.7994686162209503,0.7568144104464463,0.7210331946450923,0.6909864654884841,0.49743290877892965,0.8091743224708623,5.481204228193512,0.7458635918371447
cot_java,0.8323385389332034,0.7931605827739102,0.75773257347843,0.7267895042712402,0.5151316541996838,0.8248475587084098,5.48175445910788,0.7576001231199693
cot_javascript,0.8620569391321228,0.831600097892135,0.802588290925928,0.7764921280494679,0.550000264337661,0.8790324555003861,6.408191275595283,0.8179356524207503
cot_kotlin,0.8350479631859206,0.7955844197492098,0.7600025553726019,0.7295073395924728,0.5181179528571924,0.8377573822933637,5.6427840078827485,0.7845134501715372
cot_perl,0.7908686236761566,0.7408439475908936,0.7005208591763831,0.6682393036216075,0.48646557117460043,0.8022888495804434,5.044966633386069,0.7317486364287922
cot_php,0.8485842061111161,0.810483599251311,0.7766744470240655,0.747025443589079,0.5316886824695147,0.8516316607492349,6.0808061855900934,0.7975875344911256
cot_python,0.8148782055357255,0.7710343744125493,0.7334030907315262,0.702082241076446,0.5033086822872492,0.7970014375759741,5.152898159626935,0.7316354199410432
cot_ruby,0.8385191082998591,0.7996922636944582,0.7630748245449863,0.7310705957956165,0.5232725930754807,0.845193020504371,5.707287343464564,0.7521434078760094
cot_scala,0.8258117295845753,0.782072969027796,0.7445431797103483,0.7122765715184809,0.5054090486013292,0.8263849431276352,5.667803498994731,0.7624923590275119
cot_swift,0.852315723491482,0.8168753772872418,0.7851339714775009,0.7578428079762668,0.5337576532337565,0.8559976585665595,6.071719607285781,0.8044079250813556
