column,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE
cot_csharp,0.8405437947137655,0.7982501434790746,0.7670805260182302,0.7417704926639405,0.5143149976717922,0.8466725327880283,5.308615072810173,0.7938550712098829
cot_go,0.8377412656677448,0.7985773343398037,0.7702120922075296,0.7475334851682262,0.5171005604774483,0.8613182001079613,5.676272769142848,0.8153752045857013
cot_java,0.8343329008009533,0.7940800005141504,0.7650313075003617,0.741926980406478,0.5111736493194461,0.8443022342552444,5.825958115938571,0.8016245218492148
cot_javascript,0.8683330712510642,0.8353332166555136,0.8115001394483546,0.7926869218005058,0.5439365867371149,0.877346248853397,6.3317255599409945,0.8323657033499512
cot_kotlin,0.8736609004862761,0.8338498064650872,0.8060401643663659,0.7839119258851199,0.5407158431437035,0.8671198300682168,6.065988166609127,0.8150158420247781
cot_perl,0.8735706957981617,0.8388517038853976,0.8140622236820687,0.7941792917576685,0.542022147997201,0.8822125405482938,6.289662657262946,0.8362298373954641
cot_php,0.8681210709794215,0.8292260281983512,0.802342682241268,0.7814804214908636,0.5368239980042588,0.8757778464889157,6.087982820060914,0.8255334579223474
cot_python,0.8274614610043041,0.7813760412409817,0.7489975786401624,0.723143609112655,0.49895328118782195,0.8384270142197046,5.705291795999491,0.8033454090610291
cot_scala,0.8529816585417863,0.8204071115327765,0.7970279295335742,0.7779302581440157,0.5373249309745608,0.8712822019231032,6.0850008463219325,0.8303376572565384
cot_swift,0.8553915200048484,0.8148890451928663,0.7872641146268929,0.7656060848185786,0.5279261137219192,0.8570880780639349,5.906972813822468,0.8230094735984906
cot_typescript,0.8709756470112758,0.8330455062989152,0.8078678600177713,0.7883697207249718,0.5442100223594061,0.8659093020809777,6.158026835237403,0.8297758644407451
